 r Theta rho m1 m2 m3
        6144          96          64
   200.00000000000000     
  0.232247E+01  0.146026E+01  0.723017E-04  0.136441E-06 -0.317298E-06  0.280646E-04
  0.237649E+01  0.146026E+01  0.778519E-04  0.129802E-06 -0.315972E-06  0.291364E-04
  0.243176E+01  0.146026E+01  0.834034E-04  0.121350E-06 -0.313992E-06  0.300512E-04
  0.248832E+01  0.146026E+01  0.889360E-04  0.111422E-06 -0.310939E-06  0.308001E-04
  0.254620E+01  0.146026E+01  0.943919E-04  0.100958E-06 -0.305682E-06  0.313625E-04
  0.260542E+01  0.146026E+01  0.997757E-04  0.958841E-07 -0.297788E-06  0.317407E-04
  0.266602E+01  0.146026E+01  0.105228E-03  0.981553E-07 -0.289742E-06  0.319789E-04
  0.272803E+01  0.146026E+01  0.110775E-03  0.106468E-06 -0.284801E-06  0.320809E-04
  0.279148E+01  0.146026E+01  0.116310E-03  0.110291E-06 -0.281490E-06  0.320111E-04
  0.285640E+01  0.146026E+01  0.121643E-03  0.114453E-06 -0.275531E-06  0.317252E-04
  0.292284E+01  0.146026E+01  0.126653E-03  0.124015E-06 -0.267553E-06  0.311957E-04
  0.299082E+01  0.146026E+01  0.131474E-03  0.135177E-06 -0.257056E-06  0.304626E-04
  0.306038E+01  0.146026E+01  0.136135E-03  0.141649E-06 -0.243913E-06  0.295386E-04
  0.313156E+01  0.146026E+01  0.140635E-03  0.141298E-06 -0.229737E-06  0.284291E-04
  0.320440E+01  0.146026E+01  0.144865E-03  0.132917E-06 -0.216260E-06  0.271198E-04
  0.327893E+01  0.146026E+01  0.148788E-03  0.126613E-06 -0.203975E-06  0.256132E-04
  0.335520E+01  0.146026E+01  0.152509E-03  0.123871E-06 -0.192742E-06  0.239370E-04
  0.343323E+01  0.146026E+01  0.156125E-03  0.118181E-06 -0.182710E-06  0.221126E-04
  0.351309E+01  0.146026E+01  0.159600E-03  0.106675E-06 -0.174038E-06  0.201370E-04
  0.359480E+01  0.146026E+01  0.162803E-03  0.892875E-07 -0.165768E-06  0.179969E-04
  0.367841E+01  0.146026E+01  0.165648E-03  0.707729E-07 -0.156049E-06  0.156907E-04
  0.376396E+01  0.146026E+01  0.168051E-03  0.628708E-07 -0.150626E-06  0.132280E-04
  0.385151E+01  0.146026E+01  0.170122E-03  0.714954E-07 -0.147847E-06  0.106408E-04
  0.394109E+01  0.146026E+01  0.171795E-03  0.863790E-07 -0.147029E-06  0.794537E-05
  0.403275E+01  0.146026E+01  0.172942E-03  0.100634E-06 -0.147310E-06  0.515595E-05
  0.412655E+01  0.146026E+01  0.173653E-03  0.106166E-06 -0.144536E-06  0.229448E-05
  0.422253E+01  0.146026E+01  0.174242E-03  0.911853E-07 -0.132597E-06 -0.624630E-06
  0.432074E+01  0.146026E+01  0.174848E-03  0.407766E-07 -0.108950E-06 -0.359917E-05
  0.442124E+01  0.146026E+01  0.175238E-03 -0.354012E-07 -0.817411E-07 -0.662303E-05
  0.452407E+01  0.146026E+01  0.175339E-03 -0.120470E-06 -0.589588E-07 -0.968524E-05
  0.462929E+01  0.146026E+01  0.174797E-03 -0.214606E-06 -0.441221E-07 -0.127473E-04
  0.473697E+01  0.146026E+01  0.173478E-03 -0.264744E-06 -0.382908E-07 -0.157613E-04
  0.484714E+01  0.146026E+01  0.172286E-03 -0.270194E-06 -0.343059E-07 -0.187693E-04
  0.495988E+01  0.146026E+01  0.170645E-03 -0.237546E-06 -0.332716E-07 -0.217001E-04
  0.507524E+01  0.146026E+01  0.169051E-03 -0.153274E-06 -0.419810E-07 -0.246135E-04
  0.519328E+01  0.146026E+01  0.167507E-03 -0.625623E-07 -0.626833E-07 -0.275238E-04
  0.531407E+01  0.146026E+01  0.165542E-03  0.114364E-07 -0.785695E-07 -0.303470E-04
  0.543767E+01  0.146026E+01  0.162610E-03  0.417282E-07 -0.817573E-07 -0.329403E-04
  0.556415E+01  0.146026E+01  0.158337E-03  0.429875E-07 -0.757487E-07 -0.351680E-04
  0.569356E+01  0.146026E+01  0.153582E-03  0.246706E-07 -0.615526E-07 -0.371581E-04
  0.582599E+01  0.146026E+01  0.148937E-03 -0.114315E-07 -0.405559E-07 -0.390330E-04
  0.596149E+01  0.146026E+01  0.145450E-03 -0.373444E-07 -0.248079E-07 -0.410930E-04
  0.610015E+01  0.146026E+01  0.143869E-03 -0.513022E-07 -0.157505E-07 -0.436285E-04
  0.624203E+01  0.146026E+01  0.143569E-03 -0.624500E-07 -0.794313E-08 -0.465455E-04
  0.638722E+01  0.146026E+01  0.143778E-03 -0.887178E-07  0.702297E-08 -0.496521E-04
  0.653577E+01  0.146026E+01  0.143841E-03 -0.136889E-06  0.310109E-07 -0.527612E-04
  0.668779E+01  0.146026E+01  0.141831E-03 -0.213443E-06  0.462056E-07 -0.551387E-04
  0.684334E+01  0.146026E+01  0.135248E-03 -0.309183E-06  0.443670E-07 -0.556286E-04
  0.700251E+01  0.146026E+01  0.125542E-03 -0.379672E-06  0.310937E-07 -0.545367E-04
  0.716538E+01  0.146026E+01  0.116558E-03 -0.397190E-06  0.209348E-07 -0.533785E-04
  0.733204E+01  0.146026E+01  0.110550E-03 -0.381717E-06  0.174180E-07 -0.532730E-04
  0.750257E+01  0.146026E+01  0.107040E-03 -0.344175E-06  0.194412E-07 -0.541933E-04
  0.767707E+01  0.146026E+01  0.105309E-03 -0.269478E-06  0.292349E-07 -0.559296E-04
  0.785563E+01  0.146026E+01  0.104702E-03 -0.167581E-06  0.452462E-07 -0.582398E-04
  0.803834E+01  0.146026E+01  0.104158E-03 -0.649828E-07  0.524911E-07 -0.605916E-04
  0.822530E+01  0.146026E+01  0.102626E-03  0.300487E-07  0.507493E-07 -0.623648E-04
  0.841662E+01  0.146026E+01  0.992731E-04  0.111943E-06  0.310668E-07 -0.629622E-04
  0.861238E+01  0.146026E+01  0.936008E-04  0.174430E-06 -0.211214E-07 -0.619087E-04
  0.881269E+01  0.146026E+01  0.847429E-04  0.211161E-06 -0.957107E-07 -0.584209E-04
  0.901766E+01  0.146026E+01  0.715968E-04  0.208765E-06 -0.149765E-06 -0.514442E-04
  0.922740E+01  0.146026E+01  0.547027E-04  0.170323E-06 -0.139571E-06 -0.409805E-04
  0.944202E+01  0.146026E+01  0.377746E-04  0.124254E-06 -0.981488E-07 -0.294823E-04
  0.966163E+01  0.146026E+01  0.269219E-04  0.122960E-06 -0.547881E-07 -0.217564E-04
  0.988635E+01  0.146026E+01  0.236570E-04  0.170867E-06 -0.284009E-07 -0.193841E-04
  0.111279E+01  0.146696E+01  0.100000E-07  0.000000E+00  0.000000E+00  0.000000E+00
  0.113867E+01  0.146696E+01  0.100000E-07  0.000000E+00  0.000000E+00  0.000000E+00
  0.116516E+01  0.146696E+01  0.100000E-07  0.000000E+00  0.000000E+00  0.000000E+00
  0.119226E+01  0.146696E+01  0.162460E-07  0.348243E-08  0.448711E-09  0.116359E-07
  0.121999E+01  0.146696E+01  0.123054E-06  0.100695E-07 -0.477796E-09  0.908086E-07
  0.124837E+01  0.146696E+01  0.918412E-06  0.470911E-08 -0.207012E-07  0.682709E-06
  0.127740E+01  0.146696E+01  0.295953E-05  0.777123E-08 -0.677551E-07  0.217601E-05
  0.130711E+01  0.146696E+01  0.475104E-05  0.117483E-07 -0.103017E-06  0.342769E-05
  0.133751E+01  0.146696E+01  0.636328E-05  0.776072E-08 -0.127549E-06  0.450417E-05
  0.136862E+01  0.146696E+01  0.853087E-05 -0.156138E-07 -0.163437E-06  0.594195E-05
  0.140045E+01  0.146696E+01  0.121582E-04 -0.128728E-07 -0.209386E-06  0.832635E-05
  0.143303E+01  0.146696E+01  0.175310E-04  0.156604E-07 -0.266748E-06  0.117693E-04
  0.146636E+01  0.146696E+01  0.238203E-04  0.546532E-07 -0.332989E-06  0.156819E-04
  0.150046E+01  0.146696E+01  0.302140E-04  0.903051E-07 -0.401033E-06  0.194812E-04
  0.153536E+01  0.146696E+01  0.361888E-04  0.123244E-06 -0.462516E-06  0.228335E-04
  0.157107E+01  0.146696E+01  0.418908E-04  0.143837E-06 -0.515898E-06  0.258564E-04
  0.160761E+01  0.146696E+01  0.474742E-04  0.155958E-06 -0.563289E-06  0.286563E-04
  0.164501E+01  0.146696E+01  0.528845E-04  0.164800E-06 -0.606328E-06  0.312107E-04
  0.168327E+01  0.146696E+01  0.583839E-04  0.176945E-06 -0.642555E-06  0.336790E-04
  0.172242E+01  0.146696E+01  0.640009E-04  0.188229E-06 -0.669704E-06  0.360661E-04
  0.176248E+01  0.146696E+01  0.695364E-04  0.191827E-06 -0.685476E-06  0.382522E-04
  0.180347E+01  0.146696E+01  0.754416E-04  0.189013E-06 -0.689336E-06  0.404839E-04
  0.184542E+01  0.146696E+01  0.815547E-04  0.184432E-06 -0.686026E-06  0.426659E-04
  0.188834E+01  0.146696E+01  0.878575E-04  0.182619E-06 -0.680042E-06  0.447807E-04
  0.193226E+01  0.146696E+01  0.942732E-04  0.188204E-06 -0.673148E-06  0.467784E-04
  0.197720E+01  0.146696E+01  0.101160E-03  0.198060E-06 -0.672786E-06  0.488253E-04
  0.202319E+01  0.146696E+01  0.108561E-03  0.203296E-06 -0.675473E-06  0.509281E-04
  0.207025E+01  0.146696E+01  0.116291E-03  0.213020E-06 -0.676311E-06  0.529804E-04
  0.211840E+01  0.146696E+01  0.124316E-03  0.242069E-06 -0.673546E-06  0.549516E-04
  0.216767E+01  0.146696E+01  0.132713E-03  0.266027E-06 -0.665667E-06  0.568593E-04
  0.221809E+01  0.146696E+01  0.141468E-03  0.280682E-06 -0.652333E-06  0.586769E-04
  0.226968E+01  0.146696E+01  0.150643E-03  0.285097E-06 -0.634969E-06  0.604130E-04
  0.232247E+01  0.146696E+01  0.159907E-03  0.275333E-06 -0.617332E-06  0.619230E-04
  0.237649E+01  0.146696E+01  0.168973E-03  0.259650E-06 -0.602256E-06  0.630960E-04
  0.243176E+01  0.146696E+01  0.177768E-03  0.241115E-06 -0.587172E-06  0.639118E-04
  0.248832E+01  0.146696E+01  0.186253E-03  0.220233E-06 -0.570162E-06  0.643652E-04
  0.254620E+01  0.146696E+01  0.194367E-03  0.199113E-06 -0.550753E-06  0.644452E-04
  0.260542E+01  0.146696E+01  0.202123E-03  0.186867E-06 -0.529383E-06  0.641669E-04
  0.266602E+01  0.146696E+01  0.209656E-03  0.185932E-06 -0.508152E-06  0.635822E-04
  0.272803E+01  0.146696E+01  0.217022E-03  0.191418E-06 -0.490128E-06  0.627145E-04
  0.279148E+01  0.146696E+01  0.224116E-03  0.192597E-06 -0.473574E-06  0.615416E-04
  0.285640E+01  0.146696E+01  0.230753E-03  0.193445E-06 -0.454805E-06  0.600316E-04
  0.292284E+01  0.146696E+01  0.236861E-03  0.195009E-06 -0.434731E-06  0.581818E-04
  0.299082E+01  0.146696E+01  0.242485E-03  0.198629E-06 -0.411987E-06  0.560179E-04
  0.306038E+01  0.146696E+01  0.247647E-03  0.201326E-06 -0.385785E-06  0.535631E-04
  0.313156E+01  0.146696E+01  0.252393E-03  0.200981E-06 -0.358750E-06  0.508460E-04
  0.320440E+01  0.146696E+01  0.256650E-03  0.198052E-06 -0.333653E-06  0.478697E-04
  0.327893E+01  0.146696E+01  0.260358E-03  0.195418E-06 -0.311042E-06  0.446416E-04
  0.335520E+01  0.146696E+01  0.263604E-03  0.190733E-06 -0.289822E-06  0.411967E-04
  0.343323E+01  0.146696E+01  0.266558E-03  0.180127E-06 -0.269794E-06  0.375776E-04
  0.351309E+01  0.146696E+01  0.269227E-03  0.159974E-06 -0.251621E-06  0.337937E-04
  0.359480E+01  0.146696E+01  0.271466E-03  0.130867E-06 -0.235318E-06  0.298347E-04
  0.367841E+01  0.146696E+01  0.273184E-03  0.100746E-06 -0.221155E-06  0.257056E-04
  0.376396E+01  0.146696E+01  0.274120E-03  0.852165E-07 -0.213420E-06  0.214100E-04
  0.385151E+01  0.146696E+01  0.274401E-03  0.819104E-07 -0.209111E-06  0.169996E-04
  0.394109E+01  0.146696E+01  0.273969E-03  0.936559E-07 -0.206013E-06  0.125078E-04
  0.403275E+01  0.146696E+01  0.272831E-03  0.112576E-06 -0.202766E-06  0.797008E-05
  0.412655E+01  0.146696E+01  0.271146E-03  0.118862E-06 -0.193390E-06  0.342113E-05
  0.422253E+01  0.146696E+01  0.269172E-03  0.987605E-07 -0.168571E-06 -0.111692E-05
  0.432074E+01  0.146696E+01  0.267188E-03  0.430938E-07 -0.128842E-06 -0.563762E-05
  0.442124E+01  0.146696E+01  0.265189E-03 -0.416956E-07 -0.877572E-07 -0.101437E-04
  0.452407E+01  0.146696E+01  0.262864E-03 -0.146798E-06 -0.573338E-07 -0.146213E-04
  0.462929E+01  0.146696E+01  0.259625E-03 -0.229597E-06 -0.433934E-07 -0.190153E-04
  0.473697E+01  0.146696E+01  0.255646E-03 -0.258008E-06 -0.415939E-07 -0.232919E-04
  0.484714E+01  0.146696E+01  0.251766E-03 -0.251796E-06 -0.428671E-07 -0.274899E-04
  0.495988E+01  0.146696E+01  0.247358E-03 -0.203850E-06 -0.485828E-07 -0.315340E-04
  0.507524E+01  0.146696E+01  0.242980E-03 -0.893401E-07 -0.630961E-07 -0.354850E-04
  0.519328E+01  0.146696E+01  0.238725E-03  0.219262E-07 -0.836035E-07 -0.393543E-04
  0.531407E+01  0.146696E+01  0.234022E-03  0.994874E-07 -0.996275E-07 -0.430376E-04
  0.543767E+01  0.146696E+01  0.228155E-03  0.126551E-06 -0.102452E-06 -0.463589E-04
  0.556415E+01  0.146696E+01  0.220633E-03  0.122384E-06 -0.949687E-07 -0.491428E-04
  0.569356E+01  0.146696E+01  0.212483E-03  0.923537E-07 -0.769893E-07 -0.515411E-04
  0.582599E+01  0.146696E+01  0.204388E-03  0.366508E-07 -0.497488E-07 -0.536934E-04
  0.596149E+01  0.146696E+01  0.197760E-03  0.170729E-08 -0.267074E-07 -0.559999E-04
  0.610015E+01  0.146696E+01  0.193780E-03 -0.932473E-08 -0.972835E-08 -0.588951E-04
  0.624203E+01  0.146696E+01  0.192063E-03  0.330198E-08  0.694521E-08 -0.624045E-04
  0.638722E+01  0.146696E+01  0.191593E-03  0.247513E-07  0.300859E-07 -0.663145E-04
  0.653577E+01  0.146696E+01  0.191046E-03  0.150228E-07  0.585153E-07 -0.702327E-04
  0.668779E+01  0.146696E+01  0.187705E-03 -0.456426E-07  0.716447E-07 -0.731219E-04
  0.684334E+01  0.146696E+01  0.178155E-03 -0.173388E-06  0.586850E-07 -0.734077E-04
  0.700251E+01  0.146696E+01  0.164386E-03 -0.311785E-06  0.337380E-07 -0.715317E-04
  0.716538E+01  0.146696E+01  0.151397E-03 -0.397380E-06  0.258873E-07 -0.694555E-04
  0.733204E+01  0.146696E+01  0.142117E-03 -0.413209E-06  0.256462E-07 -0.686112E-04
  0.750257E+01  0.146696E+01  0.136651E-03 -0.395842E-06  0.283604E-07 -0.693064E-04
  0.767707E+01  0.146696E+01  0.133220E-03 -0.330335E-06  0.376964E-07 -0.708720E-04
  0.785563E+01  0.146696E+01  0.131238E-03 -0.207825E-06  0.482165E-07 -0.731258E-04
  0.803834E+01  0.146696E+01  0.129533E-03 -0.706979E-07  0.525910E-07 -0.754869E-04
  0.822530E+01  0.146696E+01  0.126804E-03  0.616940E-07  0.517658E-07 -0.771919E-04
  0.841662E+01  0.146696E+01  0.122035E-03  0.180180E-06  0.340267E-07 -0.775244E-04
  0.861238E+01  0.146696E+01  0.114494E-03  0.278621E-06 -0.203023E-07 -0.758417E-04
  0.881269E+01  0.146696E+01  0.103145E-03  0.331442E-06 -0.104182E-06 -0.712066E-04
  0.901766E+01  0.146696E+01  0.869064E-04  0.312034E-06 -0.164587E-06 -0.625273E-04
  0.922740E+01  0.146696E+01  0.663891E-04  0.244024E-06 -0.153307E-06 -0.498023E-04
  0.944202E+01  0.146696E+01  0.459139E-04  0.169105E-06 -0.108213E-06 -0.358924E-04
  0.966163E+01  0.146696E+01  0.326537E-04  0.155246E-06 -0.601958E-07 -0.264437E-04
  0.988635E+01  0.146696E+01  0.286357E-04  0.208682E-06 -0.308360E-07 -0.235194E-04
  0.111279E+01  0.147366E+01  0.100000E-07  0.000000E+00  0.000000E+00  0.000000E+00
  0.113867E+01  0.147366E+01  0.103157E-07  0.179377E-08  0.407341E-09  0.788001E-08
  0.116516E+01  0.147366E+01  0.146898E-07  0.240876E-08  0.432984E-09  0.106519E-07
  0.119226E+01  0.147366E+01  0.290090E-06  0.155892E-07 -0.567664E-09  0.223370E-06
  0.121999E+01  0.147366E+01  0.297936E-05  0.116631E-07 -0.568360E-07  0.229300E-05
  0.124837E+01  0.147366E+01  0.100238E-04  0.423779E-07 -0.211381E-06  0.761013E-05
  0.127740E+01  0.147366E+01  0.180582E-04  0.780113E-07 -0.364838E-06  0.134349E-04
  0.130711E+01  0.147366E+01  0.254082E-04  0.978003E-07 -0.476748E-06  0.185059E-04
  0.133751E+01  0.147366E+01  0.322714E-04  0.896308E-07 -0.556758E-06  0.230130E-04
  0.136862E+01  0.147366E+01  0.400123E-04  0.771784E-07 -0.627094E-06  0.279467E-04
  0.140045E+01  0.147366E+01  0.502917E-04  0.104670E-06 -0.701437E-06  0.344293E-04
  0.143303E+01  0.147366E+01  0.637249E-04  0.186932E-06 -0.798777E-06  0.427525E-04
  0.146636E+01  0.147366E+01  0.794359E-04  0.265782E-06 -0.927701E-06  0.522173E-04
  0.150046E+01  0.147366E+01  0.951746E-04  0.327972E-06 -0.106955E-05  0.612716E-04
  0.153536E+01  0.147366E+01  0.110178E-03  0.373976E-06 -0.120250E-05  0.694306E-04
  0.157107E+01  0.147366E+01  0.124936E-03  0.413671E-06 -0.131366E-05  0.770321E-04
  0.160761E+01  0.147366E+01  0.138885E-03  0.434250E-06 -0.140112E-05  0.837495E-04
  0.164501E+01  0.147366E+01  0.151453E-03  0.445176E-06 -0.146474E-05  0.892806E-04
  0.168327E+01  0.147366E+01  0.163178E-03  0.459758E-06 -0.149749E-05  0.939979E-04
  0.172242E+01  0.147366E+01  0.174514E-03  0.471099E-06 -0.149768E-05  0.981850E-04
  0.176248E+01  0.147366E+01  0.185308E-03  0.467133E-06 -0.147279E-05  0.101770E-03
  0.180347E+01  0.147366E+01  0.195344E-03  0.447964E-06 -0.142519E-05  0.104656E-03
  0.184542E+01  0.147366E+01  0.205201E-03  0.425730E-06 -0.137003E-05  0.107179E-03
  0.188834E+01  0.147366E+01  0.215302E-03  0.411358E-06 -0.131845E-05  0.109561E-03
  0.193226E+01  0.147366E+01  0.225869E-03  0.412051E-06 -0.127552E-05  0.111896E-03
  0.197720E+01  0.147366E+01  0.237201E-03  0.419841E-06 -0.124225E-05  0.114311E-03
  0.202319E+01  0.147366E+01  0.249272E-03  0.420986E-06 -0.121502E-05  0.116764E-03
  0.207025E+01  0.147366E+01  0.261829E-03  0.423914E-06 -0.118936E-05  0.119106E-03
  0.211840E+01  0.147366E+01  0.274687E-03  0.428728E-06 -0.115966E-05  0.121226E-03
  0.216767E+01  0.147366E+01  0.287836E-03  0.436531E-06 -0.111970E-05  0.123107E-03
  0.221809E+01  0.147366E+01  0.301310E-03  0.438772E-06 -0.107326E-05  0.124749E-03
  0.226968E+01  0.147366E+01  0.315021E-03  0.433582E-06 -0.102544E-05  0.126103E-03
  0.232247E+01  0.147366E+01  0.328563E-03  0.419028E-06 -0.978946E-06  0.127003E-03
  0.237649E+01  0.147366E+01  0.341493E-03  0.398784E-06 -0.935996E-06  0.127287E-03
  0.243176E+01  0.147366E+01  0.353575E-03  0.375116E-06 -0.895092E-06  0.126889E-03
  0.248832E+01  0.147366E+01  0.364682E-03  0.347810E-06 -0.852091E-06  0.125798E-03
  0.254620E+01  0.147366E+01  0.374916E-03  0.319506E-06 -0.808194E-06  0.124081E-03
  0.260542E+01  0.147366E+01  0.384322E-03  0.297603E-06 -0.765008E-06  0.121782E-03
  0.266602E+01  0.147366E+01  0.392882E-03  0.283071E-06 -0.722598E-06  0.118925E-03
  0.272803E+01  0.147366E+01  0.400718E-03  0.270218E-06 -0.683096E-06  0.115577E-03
  0.279148E+01  0.147366E+01  0.407848E-03  0.258451E-06 -0.645656E-06  0.111777E-03
  0.285640E+01  0.147366E+01  0.414070E-03  0.246182E-06 -0.608331E-06  0.107503E-03
  0.292284E+01  0.147366E+01  0.419449E-03  0.231995E-06 -0.571443E-06  0.102809E-03
  0.299082E+01  0.147366E+01  0.423964E-03  0.221128E-06 -0.533240E-06  0.977164E-04
  0.306038E+01  0.147366E+01  0.427526E-03  0.216302E-06 -0.492452E-06  0.922395E-04
  0.313156E+01  0.147366E+01  0.430358E-03  0.215725E-06 -0.451865E-06  0.864651E-04
  0.320440E+01  0.147366E+01  0.432417E-03  0.218130E-06 -0.414039E-06  0.804159E-04
  0.327893E+01  0.147366E+01  0.433617E-03  0.220619E-06 -0.379577E-06  0.741086E-04
  0.335520E+01  0.147366E+01  0.434020E-03  0.217738E-06 -0.346317E-06  0.675885E-04
  0.343323E+01  0.147366E+01  0.433914E-03  0.204861E-06 -0.312853E-06  0.609288E-04
  0.351309E+01  0.147366E+01  0.433359E-03  0.177031E-06 -0.280974E-06  0.541546E-04
  0.359480E+01  0.147366E+01  0.432161E-03  0.137178E-06 -0.254484E-06  0.472570E-04
  0.367841E+01  0.147366E+01  0.430250E-03  0.963333E-07 -0.237755E-06  0.402536E-04
  0.376396E+01  0.147366E+01  0.427369E-03  0.717394E-07 -0.230701E-06  0.331578E-04
  0.385151E+01  0.147366E+01  0.423507E-03  0.624838E-07 -0.227594E-06  0.260233E-04
  0.394109E+01  0.147366E+01  0.418547E-03  0.722675E-07 -0.224228E-06  0.188988E-04
  0.403275E+01  0.147366E+01  0.412761E-03  0.983515E-07 -0.217712E-06  0.118492E-04
  0.412655E+01  0.147366E+01  0.406391E-03  0.110797E-06 -0.199843E-06  0.492225E-05
  0.422253E+01  0.147366E+01  0.399574E-03  0.990821E-07 -0.158305E-06 -0.185464E-05
  0.432074E+01  0.147366E+01  0.392871E-03  0.592353E-07 -0.100311E-06 -0.847404E-05
  0.442124E+01  0.147366E+01  0.386397E-03 -0.128561E-07 -0.456351E-07 -0.149496E-04
  0.452407E+01  0.147366E+01  0.379686E-03 -0.985453E-07 -0.162542E-07 -0.212729E-04
  0.462929E+01  0.147366E+01  0.371995E-03 -0.154411E-06 -0.923860E-08 -0.273858E-04
  0.473697E+01  0.147366E+01  0.363706E-03 -0.167592E-06 -0.160600E-07 -0.332703E-04
  0.484714E+01  0.147366E+01  0.355442E-03 -0.156514E-06 -0.326355E-07 -0.389505E-04
  0.495988E+01  0.147366E+01  0.346700E-03 -0.110732E-06 -0.552006E-07 -0.443600E-04
  0.507524E+01  0.147366E+01  0.337958E-03 -0.146925E-07 -0.748173E-07 -0.495397E-04
  0.519328E+01  0.147366E+01  0.329344E-03  0.854007E-07 -0.903794E-07 -0.544910E-04
  0.531407E+01  0.147366E+01  0.320301E-03  0.169520E-06 -0.101275E-06 -0.591056E-04
  0.543767E+01  0.147366E+01  0.309976E-03  0.198183E-06 -0.102828E-06 -0.631830E-04
  0.556415E+01  0.147366E+01  0.297776E-03  0.188870E-06 -0.957083E-07 -0.665208E-04
  0.569356E+01  0.147366E+01  0.284845E-03  0.144680E-06 -0.767105E-07 -0.692873E-04
  0.582599E+01  0.147366E+01  0.271984E-03  0.658258E-07 -0.443482E-07 -0.716457E-04
  0.596149E+01  0.147366E+01  0.261167E-03  0.194358E-07 -0.120058E-07 -0.741540E-04
  0.610015E+01  0.147366E+01  0.254123E-03  0.746065E-08  0.159395E-07 -0.774407E-04
  0.624203E+01  0.147366E+01  0.250282E-03  0.375264E-07  0.459229E-07 -0.815374E-04
  0.638722E+01  0.147366E+01  0.248703E-03  0.114254E-06  0.773126E-07 -0.863148E-04
  0.653577E+01  0.147366E+01  0.246885E-03  0.156524E-06  0.100369E-06 -0.910003E-04
  0.668779E+01  0.147366E+01  0.241014E-03  0.130348E-06  0.106517E-06 -0.941159E-04
  0.684334E+01  0.147366E+01  0.228118E-03 -0.845321E-08  0.818857E-07 -0.941937E-04
  0.700251E+01  0.147366E+01  0.209886E-03 -0.247935E-06  0.490921E-07 -0.914986E-04
  0.716538E+01  0.147366E+01  0.191841E-03 -0.432636E-06  0.391874E-07 -0.881652E-04
  0.733204E+01  0.147366E+01  0.178386E-03 -0.492090E-06  0.421948E-07 -0.862763E-04
  0.750257E+01  0.147366E+01  0.170323E-03 -0.487418E-06  0.440870E-07 -0.865341E-04
  0.767707E+01  0.147366E+01  0.164839E-03 -0.416535E-06  0.484067E-07 -0.878362E-04
  0.785563E+01  0.147366E+01  0.161111E-03 -0.267929E-06  0.562408E-07 -0.899162E-04
  0.803834E+01  0.147366E+01  0.157907E-03 -0.985985E-07  0.595757E-07 -0.921742E-04
  0.822530E+01  0.147366E+01  0.153699E-03  0.672369E-07  0.580145E-07 -0.937189E-04
  0.841662E+01  0.147366E+01  0.147253E-03  0.221302E-06  0.382495E-07 -0.936938E-04
  0.861238E+01  0.147366E+01  0.137532E-03  0.351977E-06 -0.181712E-07 -0.912402E-04
  0.881269E+01  0.147366E+01  0.123282E-03  0.419168E-06 -0.100949E-06 -0.852306E-04
  0.901766E+01  0.147366E+01  0.103543E-03  0.387186E-06 -0.161489E-06 -0.745999E-04
  0.922740E+01  0.147366E+01  0.789819E-04  0.297179E-06 -0.150518E-06 -0.593320E-04
  0.944202E+01  0.147366E+01  0.546166E-04  0.203153E-06 -0.105884E-06 -0.427617E-04
  0.966163E+01  0.147366E+01  0.388166E-04  0.182960E-06 -0.582673E-07 -0.314903E-04
  0.988635E+01  0.147366E+01  0.340140E-04  0.244961E-06 -0.285725E-07 -0.279895E-04
  0.111279E+01  0.148036E+01  0.182356E-07  0.112461E-08  0.373171E-09  0.126476E-07
  0.113867E+01  0.148036E+01  0.280638E-07  0.281305E-08  0.529828E-09  0.211150E-07
  0.116516E+01  0.148036E+01  0.406261E-06  0.120881E-07  0.622378E-09  0.324332E-06
  0.119226E+01  0.148036E+01  0.576371E-05  0.301748E-07 -0.860103E-07  0.454702E-05
  0.121999E+01  0.148036E+01  0.214919E-04  0.111925E-06 -0.371698E-06  0.166405E-04
  0.124837E+01  0.148036E+01  0.442265E-04  0.240254E-06 -0.742492E-06  0.335630E-04
  0.127740E+01  0.148036E+01  0.689407E-04  0.356352E-06 -0.108966E-05  0.512541E-04
  0.130711E+01  0.148036E+01  0.926890E-04  0.410269E-06 -0.136640E-05  0.674722E-04
  0.133751E+01  0.148036E+01  0.115668E-03  0.405265E-06 -0.157257E-05  0.824465E-04
  0.136862E+01  0.148036E+01  0.140205E-03  0.410229E-06 -0.173426E-05  0.978813E-04
  0.140045E+01  0.148036E+01  0.168700E-03  0.453163E-06 -0.189737E-05  0.115387E-03
  0.143303E+01  0.148036E+01  0.201683E-03  0.568246E-06 -0.209536E-05  0.135154E-03
  0.146636E+01  0.148036E+01  0.238792E-03  0.731221E-06 -0.233960E-05  0.156756E-03
  0.150046E+01  0.148036E+01  0.275490E-03  0.864217E-06 -0.259367E-05  0.177115E-03
  0.153536E+01  0.148036E+01  0.310419E-03  0.956238E-06 -0.281201E-05  0.195377E-03
  0.157107E+01  0.148036E+01  0.344138E-03  0.995076E-06 -0.295179E-05  0.211953E-03
  0.160761E+01  0.148036E+01  0.374559E-03  0.995303E-06 -0.301770E-05  0.225631E-03
  0.164501E+01  0.148036E+01  0.400361E-03  0.977870E-06 -0.302914E-05  0.235768E-03
  0.168327E+01  0.148036E+01  0.421314E-03  0.952777E-06 -0.297917E-05  0.242423E-03
  0.172242E+01  0.148036E+01  0.438688E-03  0.918501E-06 -0.287046E-05  0.246515E-03
