 r Theta rho m1 m2 m3
        6144          96          64
   200.00000000000000     
  0.202319E+01  0.158085E+01  0.783013E-01 -0.243744E-05 -0.407077E-04  0.364494E-01
  0.207025E+01  0.158085E+01  0.721589E-01 -0.233304E-05 -0.365707E-04  0.326159E-01
  0.211840E+01  0.158085E+01  0.666925E-01 -0.216366E-05 -0.330648E-04  0.292416E-01
  0.216767E+01  0.158085E+01  0.617654E-01 -0.188163E-05 -0.299575E-04  0.262415E-01
  0.221809E+01  0.158085E+01  0.572692E-01 -0.142814E-05 -0.270932E-04  0.235494E-01
  0.226968E+01  0.158085E+01  0.531206E-01 -0.957117E-06 -0.244259E-04  0.211152E-01
  0.232247E+01  0.158085E+01  0.492590E-01 -0.586771E-06 -0.219838E-04  0.189020E-01
  0.237649E+01  0.158085E+01  0.456461E-01 -0.347607E-06 -0.197874E-04  0.168844E-01
  0.243176E+01  0.158085E+01  0.422605E-01 -0.202955E-06 -0.178304E-04  0.150450E-01
  0.248832E+01  0.158085E+01  0.390914E-01 -0.104668E-06 -0.160924E-04  0.133712E-01
  0.254620E+01  0.158085E+01  0.361318E-01 -0.352384E-07 -0.145299E-04  0.118521E-01
  0.260542E+01  0.158085E+01  0.333758E-01 -0.268802E-08 -0.130950E-04  0.104775E-01
  0.266602E+01  0.158085E+01  0.308164E-01  0.592946E-08 -0.117650E-04  0.923730E-02
  0.272803E+01  0.158085E+01  0.284461E-01 -0.214344E-08 -0.105490E-04  0.812131E-02
  0.279148E+01  0.158085E+01  0.262558E-01 -0.234003E-07 -0.945662E-05  0.711944E-02
  0.285640E+01  0.158085E+01  0.242347E-01 -0.460080E-07 -0.847909E-05  0.622164E-02
  0.292284E+01  0.158085E+01  0.223714E-01 -0.628156E-07 -0.760633E-05  0.541821E-02
  0.299082E+01  0.158085E+01  0.206539E-01 -0.769875E-07 -0.683182E-05  0.470000E-02
  0.306038E+01  0.158085E+01  0.190704E-01 -0.900912E-07 -0.614939E-05  0.405853E-02
  0.313156E+01  0.158085E+01  0.176098E-01 -0.101726E-06 -0.554351E-05  0.348607E-02
  0.320440E+01  0.158085E+01  0.162618E-01 -0.108865E-06 -0.499599E-05  0.297569E-02
  0.327893E+01  0.158085E+01  0.150172E-01 -0.106675E-06 -0.449911E-05  0.252118E-02
  0.335520E+01  0.158085E+01  0.138677E-01 -0.988631E-07 -0.405425E-05  0.211699E-02
  0.343323E+01  0.158085E+01  0.128055E-01 -0.832114E-07 -0.365427E-05  0.175806E-02
  0.351309E+01  0.158085E+01  0.118238E-01 -0.587235E-07 -0.329020E-05  0.143996E-02
  0.359480E+01  0.158085E+01  0.109169E-01 -0.425793E-07 -0.295500E-05  0.115865E-02
  0.367841E+01  0.158085E+01  0.100796E-01 -0.365278E-07 -0.264375E-05  0.910521E-03
  0.376396E+01  0.158085E+01  0.930788E-02 -0.518765E-07 -0.235639E-05  0.692270E-03
  0.385151E+01  0.158085E+01  0.859677E-02 -0.102959E-06 -0.210213E-05  0.500796E-03
  0.394109E+01  0.158085E+01  0.794099E-02 -0.187477E-06 -0.188831E-05  0.333225E-03
  0.403275E+01  0.158085E+01  0.733537E-02 -0.275486E-06 -0.170403E-05  0.186991E-03
  0.412655E+01  0.158085E+01  0.677576E-02 -0.332109E-06 -0.154075E-05  0.598514E-04
  0.422253E+01  0.158085E+01  0.625866E-02 -0.333004E-06 -0.140210E-05 -0.501833E-04
  0.432074E+01  0.158085E+01  0.578003E-02 -0.276347E-06 -0.128754E-05 -0.144884E-03
  0.442124E+01  0.158085E+01  0.533572E-02 -0.157192E-06 -0.118366E-05 -0.225785E-03
  0.452407E+01  0.158085E+01  0.492251E-02  0.126385E-08 -0.108141E-05 -0.294229E-03
  0.462929E+01  0.158085E+01  0.453763E-02  0.141252E-06 -0.979316E-06 -0.351403E-03
  0.473697E+01  0.158085E+01  0.417941E-02  0.240244E-06 -0.873208E-06 -0.398450E-03
  0.484714E+01  0.158085E+01  0.384840E-02  0.326032E-06 -0.762597E-06 -0.436670E-03
  0.495988E+01  0.158085E+01  0.354700E-02  0.470620E-06 -0.655701E-06 -0.467652E-03
  0.507524E+01  0.158085E+01  0.327699E-02  0.725866E-06 -0.562862E-06 -0.493065E-03
  0.519328E+01  0.158085E+01  0.303594E-02  0.101862E-05 -0.491585E-06 -0.514032E-03
  0.531407E+01  0.158085E+01  0.281412E-02  0.112425E-05 -0.433287E-06 -0.530195E-03
  0.543767E+01  0.158085E+01  0.259990E-02  0.107201E-05 -0.390007E-06 -0.540182E-03
  0.556415E+01  0.158085E+01  0.239187E-02  0.723392E-06 -0.357419E-06 -0.544042E-03
  0.569356E+01  0.158085E+01  0.218617E-02 -0.623874E-07 -0.336107E-06 -0.541068E-03
  0.582599E+01  0.158085E+01  0.199079E-02 -0.877132E-06 -0.327901E-06 -0.533405E-03
  0.596149E+01  0.158085E+01  0.182132E-02 -0.116410E-05 -0.320762E-06 -0.525894E-03
  0.610015E+01  0.158085E+01  0.168882E-02 -0.103757E-05 -0.305672E-06 -0.523233E-03
  0.624203E+01  0.158085E+01  0.158786E-02 -0.449813E-06 -0.288918E-06 -0.525739E-03
  0.638722E+01  0.158085E+01  0.151368E-02  0.592054E-06 -0.268751E-06 -0.533604E-03
  0.653577E+01  0.158085E+01  0.144317E-02  0.133563E-05 -0.239830E-06 -0.539836E-03
  0.668779E+01  0.158085E+01  0.135432E-02  0.153577E-05 -0.208499E-06 -0.536139E-03
  0.684334E+01  0.158085E+01  0.124449E-02  0.105979E-05 -0.182182E-06 -0.520322E-03
  0.700251E+01  0.158085E+01  0.111291E-02 -0.163970E-06 -0.159755E-06 -0.490649E-03
  0.716538E+01  0.158085E+01  0.974972E-03 -0.148698E-05 -0.140858E-06 -0.452734E-03
  0.733204E+01  0.158085E+01  0.860390E-03 -0.214636E-05 -0.126282E-06 -0.420289E-03
  0.750257E+01  0.158085E+01  0.779755E-03 -0.221497E-05 -0.113850E-06 -0.399999E-03
  0.767707E+01  0.158085E+01  0.721935E-03 -0.196002E-05 -0.100346E-06 -0.388261E-03
  0.785563E+01  0.158085E+01  0.674651E-03 -0.146943E-05 -0.856803E-07 -0.379905E-03
  0.803834E+01  0.158085E+01  0.633419E-03 -0.786597E-06 -0.728713E-07 -0.373033E-03
  0.822530E+01  0.158085E+01  0.592444E-03 -0.927550E-07 -0.619338E-07 -0.364465E-03
  0.841662E+01  0.158085E+01  0.546761E-03  0.543204E-06 -0.512572E-07 -0.351000E-03
  0.861238E+01  0.158085E+01  0.493540E-03  0.105631E-05 -0.365410E-07 -0.330344E-03
  0.881269E+01  0.158085E+01  0.430242E-03  0.135438E-05 -0.173440E-07 -0.300078E-03
  0.901766E+01  0.158085E+01  0.354095E-03  0.134830E-05 -0.844237E-09 -0.257311E-03
  0.922740E+01  0.158085E+01  0.266856E-03  0.108121E-05  0.469593E-08 -0.202115E-03
  0.944202E+01  0.158085E+01  0.182000E-03  0.747115E-06  0.425849E-08 -0.143625E-03
  0.966163E+01  0.158085E+01  0.126766E-03  0.637685E-06  0.388697E-09 -0.103652E-03
  0.988635E+01  0.158085E+01  0.109678E-03  0.803937E-06 -0.467508E-08 -0.909801E-04
  0.111279E+01  0.158754E+01  0.273799E-01 -0.129674E-03 -0.234040E-04  0.222964E-01
  0.113867E+01  0.158754E+01  0.316727E-01 -0.460042E-04 -0.275477E-04  0.256111E-01
  0.116516E+01  0.158754E+01  0.470896E-01 -0.104045E-04 -0.420452E-04  0.374425E-01
  0.119226E+01  0.158754E+01  0.743673E-01 -0.263127E-04 -0.686285E-04  0.580199E-01
  0.121999E+01  0.158754E+01  0.105701E+00 -0.450627E-04 -0.987112E-04  0.809067E-01
  0.124837E+01  0.158754E+01  0.135983E+00 -0.519601E-04 -0.124819E-03  0.102126E+00
  0.127740E+01  0.158754E+01  0.162458E+00 -0.465446E-04 -0.141431E-03  0.119703E+00
  0.130711E+01  0.158754E+01  0.183657E+00 -0.375384E-04 -0.147807E-03  0.132738E+00
  0.133751E+01  0.158754E+01  0.198694E+00 -0.251958E-04 -0.153324E-03  0.140831E+00
  0.136862E+01  0.158754E+01  0.206797E+00 -0.944115E-05 -0.159223E-03  0.143714E+00
  0.140045E+01  0.158754E+01  0.209415E+00 -0.144579E-05 -0.156729E-03  0.142668E+00
  0.143303E+01  0.158754E+01  0.209332E+00 -0.265065E-05 -0.146519E-03  0.139771E+00
  0.146636E+01  0.158754E+01  0.207414E+00  0.152916E-05 -0.137981E-03  0.135680E+00
  0.150046E+01  0.158754E+01  0.202270E+00  0.516698E-05 -0.132618E-03  0.129571E+00
  0.153536E+01  0.158754E+01  0.194288E+00  0.491315E-05 -0.124999E-03  0.121820E+00
  0.157107E+01  0.158754E+01  0.184154E+00  0.323635E-05 -0.115071E-03  0.112970E+00
  0.160761E+01  0.158754E+01  0.172415E+00  0.198069E-05 -0.104409E-03  0.103437E+00
  0.164501E+01  0.158754E+01  0.159735E+00  0.229519E-05 -0.943364E-04  0.936733E-01
  0.168327E+01  0.158754E+01  0.146758E+00  0.255291E-05 -0.853456E-04  0.840859E-01
  0.172242E+01  0.158754E+01  0.134002E+00  0.231181E-05 -0.771606E-04  0.749746E-01
  0.176248E+01  0.158754E+01  0.121887E+00  0.150501E-05 -0.692936E-04  0.665591E-01
  0.180347E+01  0.158754E+01  0.110686E+00 -0.131872E-07 -0.615647E-04  0.589574E-01
  0.184542E+01  0.158754E+01  0.100545E+00 -0.154812E-05 -0.540937E-04  0.522082E-01
  0.188834E+01  0.158754E+01  0.915225E-01 -0.250949E-05 -0.472606E-04  0.462962E-01
  0.193226E+01  0.158754E+01  0.835875E-01 -0.298856E-05 -0.413391E-04  0.411611E-01
  0.197720E+01  0.158754E+01  0.766381E-01 -0.321937E-05 -0.364029E-04  0.367096E-01
  0.202319E+01  0.158754E+01  0.705404E-01 -0.332100E-05 -0.323672E-04  0.328392E-01
  0.207025E+01  0.158754E+01  0.651567E-01 -0.328582E-05 -0.290557E-04  0.294532E-01
  0.211840E+01  0.158754E+01  0.603604E-01 -0.312019E-05 -0.262683E-04  0.264674E-01
  0.216767E+01  0.158754E+01  0.560318E-01 -0.279570E-05 -0.238023E-04  0.238075E-01
  0.221809E+01  0.158754E+01  0.520729E-01 -0.230506E-05 -0.215190E-04  0.214145E-01
  0.226968E+01  0.158754E+01  0.484090E-01 -0.179270E-05 -0.193782E-04  0.192441E-01
  0.232247E+01  0.158754E+01  0.449874E-01 -0.139805E-05 -0.174095E-04  0.172645E-01
  0.237649E+01  0.158754E+01  0.417752E-01 -0.114004E-05 -0.156417E-04  0.154541E-01
  0.243176E+01  0.158754E+01  0.387553E-01 -0.970789E-06 -0.140766E-04  0.137985E-01
  0.248832E+01  0.158754E+01  0.359207E-01 -0.836110E-06 -0.126941E-04  0.122879E-01
  0.254620E+01  0.158754E+01  0.332672E-01 -0.716830E-06 -0.114540E-04  0.109136E-01
  0.260542E+01  0.158754E+01  0.307899E-01 -0.624933E-06 -0.103158E-04  0.966687E-02
  0.266602E+01  0.158754E+01  0.284833E-01 -0.564879E-06 -0.925496E-05  0.853899E-02
  0.272803E+01  0.158754E+01  0.263416E-01 -0.525959E-06 -0.828017E-05  0.752145E-02
  0.279148E+01  0.158754E+01  0.243575E-01 -0.503911E-06 -0.740534E-05  0.660563E-02
  0.285640E+01  0.158754E+01  0.225222E-01 -0.495037E-06 -0.662327E-05  0.578285E-02
  0.292284E+01  0.158754E+01  0.208260E-01 -0.485560E-06 -0.592701E-05  0.504474E-02
  0.299082E+01  0.158754E+01  0.192588E-01 -0.474921E-06 -0.531294E-05  0.438328E-02
  0.306038E+01  0.158754E+01  0.178109E-01 -0.464054E-06 -0.477459E-05  0.379116E-02
  0.313156E+01  0.158754E+01  0.164728E-01 -0.450392E-06 -0.429793E-05  0.326163E-02
  0.320440E+01  0.158754E+01  0.152358E-01 -0.430129E-06 -0.386729E-05  0.278854E-02
  0.327893E+01  0.158754E+01  0.140915E-01 -0.402948E-06 -0.347722E-05  0.236631E-02
  0.335520E+01  0.158754E+01  0.130323E-01 -0.373484E-06 -0.313397E-05  0.198997E-02
  0.343323E+01  0.158754E+01  0.120515E-01 -0.341732E-06 -0.282687E-05  0.165503E-02
  0.351309E+01  0.158754E+01  0.111434E-01 -0.306792E-06 -0.254546E-05  0.135754E-02
  0.359480E+01  0.158754E+01  0.103029E-01 -0.276270E-06 -0.228186E-05  0.109391E-02
  0.367841E+01  0.158754E+01  0.952564E-02 -0.252968E-06 -0.203079E-05  0.860862E-03
  0.376396E+01  0.158754E+01  0.880771E-02 -0.246395E-06 -0.179320E-05  0.655429E-03
  0.385151E+01  0.158754E+01  0.814490E-02 -0.270136E-06 -0.158229E-05  0.474805E-03
  0.394109E+01  0.158754E+01  0.753260E-02 -0.331508E-06 -0.141345E-05  0.316397E-03
  0.403275E+01  0.158754E+01  0.696641E-02 -0.403784E-06 -0.127472E-05  0.177876E-03
  0.412655E+01  0.158754E+01  0.644257E-02 -0.451544E-06 -0.115410E-05  0.571826E-04
  0.422253E+01  0.158754E+01  0.595790E-02 -0.444805E-06 -0.105846E-05 -0.475124E-04
  0.432074E+01  0.158754E+01  0.550883E-02 -0.385946E-06 -0.990434E-06 -0.137840E-03
  0.442124E+01  0.158754E+01  0.509127E-02 -0.273908E-06 -0.928360E-06 -0.215208E-03
  0.452407E+01  0.158754E+01  0.470220E-02 -0.124080E-06 -0.858579E-06 -0.280840E-03
  0.462929E+01  0.158754E+01  0.433934E-02  0.131314E-07 -0.783339E-06 -0.335840E-03
  0.473697E+01  0.158754E+01  0.400124E-02  0.117313E-06 -0.696748E-06 -0.381272E-03
  0.484714E+01  0.158754E+01  0.368832E-02  0.215264E-06 -0.595470E-06 -0.418329E-03
  0.495988E+01  0.158754E+01  0.340282E-02  0.371464E-06 -0.491194E-06 -0.448479E-03
  0.507524E+01  0.158754E+01  0.314650E-02  0.631069E-06 -0.399690E-06 -0.473278E-03
  0.519328E+01  0.158754E+01  0.291723E-02  0.922063E-06 -0.335174E-06 -0.493790E-03
  0.531407E+01  0.158754E+01  0.270612E-02  0.102508E-05 -0.286395E-06 -0.509712E-03
  0.543767E+01  0.158754E+01  0.250190E-02  0.974586E-06 -0.254632E-06 -0.519694E-03
  0.556415E+01  0.158754E+01  0.230345E-02  0.638855E-06 -0.237015E-06 -0.523811E-03
  0.569356E+01  0.158754E+01  0.210707E-02 -0.119853E-06 -0.235205E-06 -0.521382E-03
  0.582599E+01  0.158754E+01  0.192067E-02 -0.898474E-06 -0.249391E-06 -0.514517E-03
  0.596149E+01  0.158754E+01  0.175923E-02 -0.117063E-05 -0.265134E-06 -0.507871E-03
  0.610015E+01  0.158754E+01  0.163306E-02 -0.104291E-05 -0.265034E-06 -0.505863E-03
  0.624203E+01  0.158754E+01  0.153690E-02 -0.469324E-06 -0.256206E-06 -0.508775E-03
  0.638722E+01  0.158754E+01  0.146631E-02  0.539271E-06 -0.238124E-06 -0.516817E-03
  0.653577E+01  0.158754E+01  0.139903E-02  0.125553E-05 -0.208451E-06 -0.523240E-03
  0.668779E+01  0.158754E+01  0.131362E-02  0.144932E-05 -0.174647E-06 -0.519947E-03
  0.684334E+01  0.158754E+01  0.120764E-02  0.988217E-06 -0.149030E-06 -0.504845E-03
  0.700251E+01  0.158754E+01  0.108042E-02 -0.199355E-06 -0.129934E-06 -0.476265E-03
  0.716538E+01  0.158754E+01  0.947098E-03 -0.147616E-05 -0.116616E-06 -0.439737E-03
  0.733204E+01  0.158754E+01  0.836486E-03 -0.210665E-05 -0.107553E-06 -0.408565E-03
  0.750257E+01  0.158754E+01  0.758802E-03 -0.216997E-05 -0.986019E-07 -0.389206E-03
  0.767707E+01  0.158754E+01  0.703091E-03 -0.191933E-05 -0.859004E-07 -0.378084E-03
  0.785563E+01  0.158754E+01  0.657550E-03 -0.143618E-05 -0.704818E-07 -0.370234E-03
  0.803834E+01  0.158754E+01  0.617827E-03 -0.770098E-06 -0.568583E-07 -0.363811E-03
  0.822530E+01  0.158754E+01  0.578228E-03 -0.959124E-07 -0.451603E-07 -0.355679E-03
  0.841662E+01  0.158754E+01  0.533958E-03  0.520814E-06 -0.339705E-07 -0.342743E-03
  0.861238E+01  0.158754E+01  0.482320E-03  0.102067E-05 -0.180989E-07 -0.322798E-03
  0.881269E+01  0.158754E+01  0.420751E-03  0.131294E-05  0.351798E-08 -0.293426E-03
  0.901766E+01  0.158754E+01  0.346408E-03  0.130852E-05  0.249791E-07 -0.251699E-03
  0.922740E+01  0.158754E+01  0.261096E-03  0.104914E-05  0.306064E-07 -0.197733E-03
  0.944202E+01  0.158754E+01  0.178136E-03  0.724403E-06  0.230545E-07 -0.140563E-03
  0.966163E+01  0.158754E+01  0.124224E-03  0.620341E-06  0.978792E-08 -0.101565E-03
  0.988635E+01  0.158754E+01  0.107575E-03  0.785437E-06 -0.462158E-09 -0.892257E-04
  0.111279E+01  0.159424E+01  0.201526E-01 -0.952319E-04 -0.876502E-05  0.164122E-01
  0.113867E+01  0.159424E+01  0.233529E-01 -0.342532E-04 -0.108951E-04  0.188853E-01
  0.116516E+01  0.159424E+01  0.348847E-01 -0.905909E-05 -0.188543E-04  0.277416E-01
  0.119226E+01  0.159424E+01  0.555533E-01 -0.221171E-04 -0.365544E-04  0.433479E-01
  0.121999E+01  0.159424E+01  0.796591E-01 -0.377296E-04 -0.593373E-04  0.609821E-01
  0.124837E+01  0.159424E+01  0.103344E+00 -0.441365E-04 -0.797181E-04  0.776242E-01
  0.127740E+01  0.159424E+01  0.124422E+00 -0.393267E-04 -0.922862E-04  0.916897E-01
  0.130711E+01  0.159424E+01  0.141610E+00 -0.303736E-04 -0.948003E-04  0.102363E+00
  0.133751E+01  0.159424E+01  0.154049E+00 -0.208964E-04 -0.965203E-04  0.109204E+00
  0.136862E+01  0.159424E+01  0.161504E+00 -0.113801E-04 -0.100971E-03  0.112253E+00
  0.140045E+01  0.159424E+01  0.164463E+00 -0.649335E-05 -0.100483E-03  0.112056E+00
  0.143303E+01  0.159424E+01  0.165078E+00 -0.579332E-05 -0.914131E-04  0.110233E+00
  0.146636E+01  0.159424E+01  0.164168E+00 -0.268635E-05 -0.813550E-04  0.107403E+00
  0.150046E+01  0.159424E+01  0.161134E+00  0.279359E-05 -0.783005E-04  0.103233E+00
  0.153536E+01  0.159424E+01  0.155599E+00  0.407786E-05 -0.759931E-04  0.975757E-01
  0.157107E+01  0.159424E+01  0.148224E+00  0.249268E-05 -0.718885E-04  0.909411E-01
  0.160761E+01  0.159424E+01  0.139448E+00  0.707864E-06 -0.662151E-04  0.836697E-01
  0.164501E+01  0.159424E+01  0.129790E+00 -0.134442E-06 -0.601565E-04  0.761227E-01
  0.168327E+01  0.159424E+01  0.119785E+00 -0.367628E-06 -0.544903E-04  0.686406E-01
  0.172242E+01  0.159424E+01  0.109877E+00 -0.414054E-06 -0.493039E-04  0.614847E-01
  0.176248E+01  0.159424E+01  0.100406E+00 -0.609195E-06 -0.442969E-04  0.548364E-01
  0.180347E+01  0.159424E+01  0.915981E-01 -0.110159E-05 -0.393769E-04  0.487972E-01
  0.184542E+01  0.159424E+01  0.835785E-01 -0.184201E-05 -0.346494E-04  0.434045E-01
  0.188834E+01  0.159424E+01  0.764036E-01 -0.249292E-05 -0.302575E-04  0.386542E-01
  0.193226E+01  0.159424E+01  0.700628E-01 -0.285424E-05 -0.263528E-04  0.345066E-01
  0.197720E+01  0.159424E+01  0.644881E-01 -0.307253E-05 -0.230531E-04  0.308948E-01
  0.202319E+01  0.159424E+01  0.595811E-01 -0.327569E-05 -0.203841E-04  0.277419E-01
  0.207025E+01  0.159424E+01  0.552383E-01 -0.339997E-05 -0.182613E-04  0.249740E-01
  0.211840E+01  0.159424E+01  0.513602E-01 -0.329291E-05 -0.165112E-04  0.225249E-01
  0.216767E+01  0.159424E+01  0.478511E-01 -0.299073E-05 -0.149638E-04  0.203353E-01
  0.221809E+01  0.159424E+01  0.446301E-01 -0.253601E-05 -0.135140E-04  0.183572E-01
  0.226968E+01  0.159424E+01  0.416363E-01 -0.205202E-05 -0.121322E-04  0.165550E-01
  0.232247E+01  0.159424E+01  0.388263E-01 -0.168547E-05 -0.108490E-04  0.149032E-01
  0.237649E+01  0.159424E+01  0.361744E-01 -0.145059E-05 -0.970083E-05  0.133850E-01
  0.243176E+01  0.159424E+01  0.336687E-01 -0.129675E-05 -0.869959E-05  0.119901E-01
  0.248832E+01  0.159424E+01  0.313058E-01 -0.116954E-05 -0.782720E-05  0.107117E-01
  0.254620E+01  0.159424E+01  0.290843E-01 -0.104404E-05 -0.704912E-05  0.954370E-02
  0.260542E+01  0.159424E+01  0.270017E-01 -0.928828E-06 -0.633573E-05  0.847969E-02
  0.266602E+01  0.159424E+01  0.250549E-01 -0.843435E-06 -0.567303E-05  0.751322E-02
  0.272803E+01  0.159424E+01  0.232397E-01 -0.780060E-06 -0.506251E-05  0.663765E-02
  0.279148E+01  0.159424E+01  0.215512E-01 -0.737579E-06 -0.450762E-05  0.584634E-02
  0.285640E+01  0.159424E+01  0.199832E-01 -0.717250E-06 -0.401265E-05  0.513258E-02
  0.292284E+01  0.159424E+01  0.185287E-01 -0.699087E-06 -0.357688E-05  0.448978E-02
  0.299082E+01  0.159424E+01  0.171800E-01 -0.677997E-06 -0.319560E-05  0.391157E-02
  0.306038E+01  0.159424E+01  0.159296E-01 -0.655501E-06 -0.286102E-05  0.339205E-02
  0.313156E+01  0.159424E+01  0.147704E-01 -0.630269E-06 -0.256480E-05  0.292580E-02
  0.320440E+01  0.159424E+01  0.136955E-01 -0.597710E-06 -0.229937E-05  0.250778E-02
  0.327893E+01  0.159424E+01  0.126979E-01 -0.558786E-06 -0.206236E-05  0.213339E-02
  0.335520E+01  0.159424E+01  0.117714E-01 -0.519322E-06 -0.186301E-05  0.179845E-02
  0.343323E+01  0.159424E+01  0.109107E-01 -0.482868E-06 -0.168723E-05  0.149932E-02
  0.351309E+01  0.159424E+01  0.101114E-01 -0.448356E-06 -0.152302E-05  0.123271E-02
  0.359480E+01  0.159424E+01  0.936956E-02 -0.414661E-06 -0.135941E-05  0.995632E-03
  0.367841E+01  0.159424E+01  0.868153E-02 -0.383370E-06 -0.118966E-05  0.785347E-03
  0.376396E+01  0.159424E+01  0.804416E-02 -0.361715E-06 -0.101631E-05  0.599327E-03
  0.385151E+01  0.159424E+01  0.745395E-02 -0.363104E-06 -0.855909E-06  0.435195E-03
  0.394109E+01  0.159424E+01  0.690703E-02 -0.401826E-06 -0.733428E-06  0.290747E-03
  0.403275E+01  0.159424E+01  0.640012E-02 -0.460025E-06 -0.654557E-06  0.164005E-03
  0.412655E+01  0.159424E+01  0.593018E-02 -0.501833E-06 -0.599957E-06  0.531903E-04
  0.422253E+01  0.159424E+01  0.549445E-02 -0.492069E-06 -0.574468E-06 -0.432916E-04
  0.432074E+01  0.159424E+01  0.508986E-02 -0.437743E-06 -0.584307E-06 -0.126860E-03
  0.442124E+01  0.159424E+01  0.471279E-02 -0.342082E-06 -0.589688E-06 -0.198739E-03
  0.452407E+01  0.159424E+01  0.436063E-02 -0.217054E-06 -0.567941E-06 -0.259995E-03
  0.462929E+01  0.159424E+01  0.403138E-02 -0.102736E-06 -0.529393E-06 -0.311589E-03
  0.473697E+01  0.159424E+01  0.372388E-02 -0.710085E-08 -0.469571E-06 -0.354454E-03
  0.484714E+01  0.159424E+01  0.343859E-02  0.966980E-07 -0.378362E-06 -0.389644E-03
  0.495988E+01  0.159424E+01  0.317755E-02  0.261318E-06 -0.268291E-06 -0.418455E-03
  0.507524E+01  0.159424E+01  0.294249E-02  0.523978E-06 -0.168350E-06 -0.442282E-03
  0.519328E+01  0.159424E+01  0.273148E-02  0.811373E-06 -0.971251E-07 -0.462058E-03
  0.531407E+01  0.159424E+01  0.253680E-02  0.912244E-06 -0.593422E-07 -0.477547E-03
  0.543767E+01  0.159424E+01  0.234814E-02  0.865650E-06 -0.434709E-07 -0.487498E-03
  0.556415E+01  0.159424E+01  0.216463E-02  0.549567E-06 -0.485092E-07 -0.492002E-03
  0.569356E+01  0.159424E+01  0.198284E-02 -0.167681E-06 -0.788099E-07 -0.490417E-03
  0.582599E+01  0.159424E+01  0.181041E-02 -0.897315E-06 -0.134194E-06 -0.484770E-03
  0.596149E+01  0.159424E+01  0.166121E-02 -0.115093E-05 -0.194303E-06 -0.479374E-03
  0.610015E+01  0.159424E+01  0.154490E-02 -0.102496E-05 -0.223022E-06 -0.478359E-03
  0.624203E+01  0.159424E+01  0.145631E-02 -0.475961E-06 -0.222552E-06 -0.481905E-03
  0.638722E+01  0.159424E+01  0.139132E-02  0.479843E-06 -0.206847E-06 -0.490199E-03
  0.653577E+01  0.159424E+01  0.132891E-02  0.115025E-05 -0.177512E-06 -0.496837E-03
  0.668779E+01  0.159424E+01  0.124872E-02  0.133116E-05 -0.142248E-06 -0.494092E-03
  0.684334E+01  0.159424E+01  0.114878E-02  0.891213E-06 -0.114890E-06 -0.480088E-03
  0.700251E+01  0.159424E+01  0.102850E-02 -0.241065E-06 -0.977820E-07 -0.453246E-03
  0.716538E+01  0.159424E+01  0.902567E-03 -0.144470E-05 -0.920783E-07 -0.418948E-03
  0.733204E+01  0.159424E+01  0.798350E-03 -0.202854E-05 -0.894579E-07 -0.389836E-03
  0.750257E+01  0.159424E+01  0.725363E-03 -0.208333E-05 -0.835957E-07 -0.371958E-03
  0.767707E+01  0.159424E+01  0.672960E-03 -0.184144E-05 -0.710170E-07 -0.361789E-03
  0.785563E+01  0.159424E+01  0.630155E-03 -0.137709E-05 -0.521453E-07 -0.354721E-03
  0.803834E+01  0.159424E+01  0.592822E-03 -0.739204E-06 -0.364790E-07 -0.348999E-03
  0.822530E+01  0.159424E+01  0.555447E-03 -0.937061E-07 -0.223235E-07 -0.341581E-03
  0.841662E+01  0.159424E+01  0.513419E-03  0.496786E-06 -0.638045E-08 -0.329478E-03
  0.861238E+01  0.159424E+01  0.464190E-03  0.972266E-06  0.131418E-07 -0.310589E-03
  0.881269E+01  0.159424E+01  0.405272E-03  0.125147E-05  0.395923E-07 -0.282565E-03
  0.901766E+01  0.159424E+01  0.333962E-03  0.124765E-05  0.615807E-07 -0.242601E-03
  0.922740E+01  0.159424E+01  0.251949E-03  0.100074E-05  0.605376E-07 -0.190766E-03
  0.944202E+01  0.159424E+01  0.172065E-03  0.691284E-06  0.435289E-07 -0.135745E-03
  0.966163E+01  0.159424E+01  0.120140E-03  0.594896E-06  0.216761E-07 -0.982050E-04
  0.988635E+01  0.159424E+01  0.104125E-03  0.757324E-06  0.647987E-08 -0.863456E-04
  0.111279E+01  0.160094E+01  0.134602E-01 -0.633544E-04  0.164992E-05  0.109626E-01
  0.113867E+01  0.160094E+01  0.156195E-01 -0.229418E-04  0.145658E-05  0.126328E-01
  0.116516E+01  0.160094E+01  0.234459E-01 -0.638832E-05 -0.158297E-06  0.186484E-01
  0.119226E+01  0.160094E+01  0.377042E-01 -0.155629E-04 -0.849109E-05  0.294265E-01
  0.121999E+01  0.160094E+01  0.546644E-01 -0.267696E-04 -0.240021E-04  0.418566E-01
  0.124837E+01  0.160094E+01  0.717170E-01 -0.317297E-04 -0.389157E-04  0.538793E-01
  0.127740E+01  0.160094E+01  0.872507E-01 -0.283517E-04 -0.483745E-04  0.643097E-01
  0.130711E+01  0.160094E+01  0.100239E+00 -0.213182E-04 -0.513718E-04  0.724726E-01
  0.133751E+01  0.160094E+01  0.109950E+00 -0.142742E-04 -0.517518E-04  0.779597E-01
  0.136862E+01  0.160094E+01  0.116270E+00 -0.892656E-05 -0.536721E-04  0.808306E-01
  0.140045E+01  0.160094E+01  0.119469E+00 -0.613091E-05 -0.551516E-04  0.814143E-01
