 r Theta rho m1 m2 m3
  0.121999E+01  0.158085E+01  0.141580E+00  0.217155E-04 -0.194250E-03  0.126679E+00
  0.124837E+01  0.158085E+01  0.176439E+00  0.216161E-05 -0.228369E-03  0.155875E+00
  0.127740E+01  0.158085E+01  0.205250E+00 -0.196306E-04 -0.224418E-03  0.179052E+00
  0.130711E+01  0.158085E+01  0.227414E+00 -0.342397E-04 -0.201018E-03  0.195905E+00
  0.133751E+01  0.158085E+01  0.242275E+00 -0.346598E-04 -0.199292E-03  0.206110E+00
  0.136862E+01  0.158085E+01  0.249125E+00 -0.235562E-04 -0.193584E-03  0.209321E+00
  0.140045E+01  0.158085E+01  0.250897E+00 -0.144360E-04 -0.190871E-03  0.208229E+00
  0.143303E+01  0.158085E+01  0.249626E+00 -0.900574E-05 -0.184021E-03  0.204644E+00
  0.146636E+01  0.158085E+01  0.245131E+00  0.438969E-06 -0.182484E-03  0.198496E+00
  0.150046E+01  0.158085E+01  0.236396E+00  0.497245E-05 -0.177038E-03  0.189065E+00
  0.153536E+01  0.158085E+01  0.224511E+00  0.505086E-05 -0.167174E-03  0.177343E+00
  0.157107E+01  0.158085E+01  0.210417E+00  0.507513E-05 -0.152718E-03  0.164157E+00
  0.160761E+01  0.158085E+01  0.194955E+00  0.601666E-05 -0.136131E-03  0.150217E+00
  0.164501E+01  0.158085E+01  0.178940E+00  0.631455E-05 -0.120390E-03  0.136175E+00
  0.168327E+01  0.158085E+01  0.163089E+00  0.558228E-05 -0.106309E-03  0.122581E+00
  0.172242E+01  0.158085E+01  0.148002E+00  0.386599E-05 -0.938438E-04  0.109869E+00
  0.176248E+01  0.158085E+01  0.134074E+00  0.145286E-05 -0.828619E-04  0.983028E-01
  0.180347E+01  0.158085E+01  0.121532E+00 -0.395220E-06 -0.731876E-04  0.880084E-01
  0.184542E+01  0.158085E+01  0.110438E+00 -0.151962E-05 -0.646556E-04  0.789883E-01
  0.188834E+01  0.158085E+01  0.100726E+00 -0.209083E-05 -0.572004E-04  0.711516E-01
  0.193226E+01  0.158085E+01  0.922476E-01 -0.226951E-05 -0.507945E-04  0.643562E-01
  0.197720E+01  0.158085E+01  0.848243E-01 -0.220015E-05 -0.453654E-04  0.584424E-01
  0.202319E+01  0.158085E+01  0.782684E-01 -0.197946E-05 -0.407849E-04  0.532533E-01
  0.207025E+01  0.158085E+01  0.724055E-01 -0.165963E-05 -0.368675E-04  0.486475E-01
  0.211840E+01  0.158085E+01  0.670899E-01 -0.124784E-05 -0.334006E-04  0.445092E-01
  0.216767E+01  0.158085E+01  0.622093E-01 -0.853791E-06 -0.302325E-04  0.407499E-01
  0.221809E+01  0.158085E+01  0.576833E-01 -0.568304E-06 -0.272876E-04  0.373058E-01
  0.226968E+01  0.158085E+01  0.534584E-01 -0.399635E-06 -0.245599E-04  0.341329E-01
  0.232247E+01  0.158085E+01  0.495031E-01 -0.311430E-06 -0.220848E-04  0.312031E-01
  0.237649E+01  0.158085E+01  0.457999E-01 -0.258916E-06 -0.198670E-04  0.284981E-01
  0.243176E+01  0.158085E+01  0.423392E-01 -0.220660E-06 -0.178824E-04  0.260052E-01
  0.248832E+01  0.158085E+01  0.391143E-01 -0.183007E-06 -0.160973E-04  0.237136E-01
  0.254620E+01  0.158085E+01  0.361184E-01 -0.159524E-06 -0.144822E-04  0.216128E-01
  0.260542E+01  0.158085E+01  0.333429E-01 -0.154841E-06 -0.130220E-04  0.196918E-01
  0.266602E+01  0.158085E+01  0.307774E-01 -0.160493E-06 -0.117066E-04  0.179386E-01
  0.272803E+01  0.158085E+01  0.284097E-01 -0.163925E-06 -0.105189E-04  0.163408E-01
  0.279148E+01  0.158085E+01  0.262269E-01 -0.157471E-06 -0.945717E-05  0.148859E-01
  0.285640E+01  0.158085E+01  0.242150E-01 -0.136597E-06 -0.850168E-05  0.135614E-01
  0.292284E+01  0.158085E+01  0.223604E-01 -0.977135E-07 -0.763666E-05  0.123556E-01
  0.299082E+01  0.158085E+01  0.206501E-01 -0.547942E-07 -0.685526E-05  0.112574E-01
  0.306038E+01  0.158085E+01  0.190716E-01 -0.280572E-07 -0.615365E-05  0.102566E-01
  0.313156E+01  0.158085E+01  0.176138E-01 -0.182611E-07 -0.552703E-05  0.934406E-02
  0.320440E+01  0.158085E+01  0.162671E-01 -0.248722E-07 -0.496876E-05  0.851184E-02
  0.327893E+01  0.158085E+01  0.150226E-01 -0.489123E-07 -0.447391E-05  0.775272E-02
  0.335520E+01  0.158085E+01  0.138728E-01 -0.736857E-07 -0.403859E-05  0.706038E-02
  0.343323E+01  0.158085E+01  0.128104E-01 -0.785947E-07 -0.364857E-05  0.642899E-02
  0.351309E+01  0.158085E+01  0.118287E-01 -0.636006E-07 -0.329224E-05  0.585321E-02
  0.359480E+01  0.158085E+01  0.109217E-01 -0.293593E-07 -0.296394E-05  0.532821E-02
  0.367841E+01  0.158085E+01  0.100841E-01  0.102714E-07 -0.265977E-05  0.484974E-02
  0.376396E+01  0.158085E+01  0.931069E-02  0.245797E-07 -0.237833E-05  0.441379E-02
  0.385151E+01  0.158085E+01  0.859683E-02  0.140150E-07 -0.212211E-05  0.401669E-02
  0.394109E+01  0.158085E+01  0.793825E-02 -0.229539E-07 -0.189639E-05  0.365514E-02
  0.403275E+01  0.158085E+01  0.733028E-02 -0.852848E-07 -0.170235E-05  0.332581E-02
  0.412655E+01  0.158085E+01  0.676862E-02 -0.137178E-06 -0.153708E-05  0.302564E-02
  0.422253E+01  0.158085E+01  0.624966E-02 -0.148256E-06 -0.139805E-05  0.275204E-02
  0.432074E+01  0.158085E+01  0.576995E-02 -0.134009E-06 -0.127820E-05  0.250261E-02
  0.442124E+01  0.158085E+01  0.532546E-02 -0.103476E-06 -0.116945E-05  0.227479E-02
  0.452407E+01  0.158085E+01  0.491338E-02 -0.621133E-07 -0.106608E-05  0.206664E-02
  0.462929E+01  0.158085E+01  0.453170E-02 -0.311028E-07 -0.964586E-06  0.187665E-02
  0.473697E+01  0.158085E+01  0.417928E-02 -0.599567E-08 -0.860501E-06  0.170371E-02
  0.484714E+01  0.158085E+01  0.385593E-02  0.361938E-07 -0.753276E-06  0.154712E-02
  0.495988E+01  0.158085E+01  0.356186E-02  0.118779E-06 -0.651790E-06  0.140638E-02
  0.507524E+01  0.158085E+01  0.329538E-02  0.226024E-06 -0.567646E-06  0.128025E-02
  0.519328E+01  0.158085E+01  0.305098E-02  0.307187E-06 -0.501914E-06  0.116606E-02
  0.531407E+01  0.158085E+01  0.282180E-02  0.323343E-06 -0.448058E-06  0.106075E-02
  0.543767E+01  0.158085E+01  0.260365E-02  0.193177E-06 -0.406729E-06  0.962444E-03
  0.556415E+01  0.158085E+01  0.239254E-02 -0.159676E-06 -0.372972E-06  0.869423E-03
  0.569356E+01  0.158085E+01  0.218990E-02 -0.595281E-06 -0.345052E-06  0.782031E-03
  0.582599E+01  0.158085E+01  0.200487E-02 -0.762075E-06 -0.325164E-06  0.703318E-03
  0.596149E+01  0.158085E+01  0.184638E-02 -0.735484E-06 -0.304761E-06  0.636101E-03
  0.610015E+01  0.158085E+01  0.171188E-02 -0.405424E-06 -0.282986E-06  0.579065E-03
  0.624203E+01  0.158085E+01  0.160284E-02  0.377855E-06 -0.261184E-06  0.532298E-03
  0.638722E+01  0.158085E+01  0.151026E-02  0.118912E-05 -0.236309E-06  0.492421E-03
  0.653577E+01  0.158085E+01  0.141685E-02  0.154179E-05 -0.206809E-06  0.453566E-03
  0.668779E+01  0.158085E+01  0.131058E-02  0.153505E-05 -0.176215E-06  0.411845E-03
  0.684334E+01  0.158085E+01  0.119688E-02  0.108102E-05 -0.148984E-06  0.369068E-03
  0.700251E+01  0.158085E+01  0.107504E-02  0.769241E-07 -0.126516E-06  0.325096E-03
  0.716538E+01  0.158085E+01  0.955566E-03 -0.953341E-06 -0.107292E-06  0.283145E-03
  0.733204E+01  0.158085E+01  0.855827E-03 -0.156553E-05 -0.924733E-07  0.248271E-03
  0.750257E+01  0.158085E+01  0.781834E-03 -0.167739E-05 -0.818248E-07  0.221911E-03
  0.767707E+01  0.158085E+01  0.728585E-03 -0.155202E-05 -0.743525E-07  0.202242E-03
  0.785563E+01  0.158085E+01  0.685059E-03 -0.123301E-05 -0.690587E-07  0.185878E-03
  0.803834E+01  0.158085E+01  0.648768E-03 -0.662918E-06 -0.651562E-07  0.171965E-03
  0.822530E+01  0.158085E+01  0.614584E-03 -0.485969E-07 -0.613070E-07  0.159039E-03
  0.841662E+01  0.158085E+01  0.576448E-03  0.517878E-06 -0.557865E-07  0.145518E-03
  0.861238E+01  0.158085E+01  0.530410E-03  0.968448E-06 -0.466121E-07  0.130491E-03
  0.881269E+01  0.158085E+01  0.474697E-03  0.123581E-05 -0.326509E-07  0.113696E-03
  0.901766E+01  0.158085E+01  0.409896E-03  0.127260E-05 -0.164949E-07  0.954963E-04
  0.922740E+01  0.158085E+01  0.341448E-03  0.112495E-05 -0.395377E-08  0.773682E-04
  0.944202E+01  0.158085E+01  0.281781E-03  0.940419E-06 -0.464279E-09  0.622353E-04
  0.966163E+01  0.158085E+01  0.248508E-03  0.899592E-06 -0.421583E-09  0.539096E-04
  0.988635E+01  0.158085E+01  0.239045E-03  0.997040E-06 -0.924240E-09  0.515285E-04
  0.111279E+01  0.158754E+01  0.351975E-01 -0.138361E-03  0.439490E-05  0.328374E-01
  0.113867E+01  0.158754E+01  0.395346E-01 -0.408438E-04 -0.655073E-05  0.367129E-01
  0.116516E+01  0.158754E+01  0.555364E-01  0.746080E-05 -0.417788E-04  0.509911E-01
  0.119226E+01  0.158754E+01  0.840591E-01  0.594944E-05 -0.103323E-03  0.761902E-01
  0.121999E+01  0.158754E+01  0.116698E+00 -0.387090E-06 -0.165865E-03  0.104418E+00
  0.124837E+01  0.158754E+01  0.147824E+00 -0.485328E-05 -0.201459E-03  0.130597E+00
  0.127740E+01  0.158754E+01  0.174205E+00 -0.112420E-04 -0.190668E-03  0.151975E+00
  0.130711E+01  0.158754E+01  0.193983E+00 -0.193065E-04 -0.167090E-03  0.167115E+00
  0.133751E+01  0.158754E+01  0.207210E+00 -0.235946E-04 -0.153857E-03  0.176288E+00
  0.136862E+01  0.158754E+01  0.213501E+00 -0.208684E-04 -0.152066E-03  0.179395E+00
  0.140045E+01  0.158754E+01  0.215411E+00 -0.181251E-04 -0.145444E-03  0.178781E+00
  0.143303E+01  0.158754E+01  0.214736E+00 -0.162792E-04 -0.141783E-03  0.176045E+00
  0.146636E+01  0.158754E+01  0.211726E+00 -0.685943E-05 -0.140842E-03  0.171451E+00
  0.150046E+01  0.158754E+01  0.205004E+00  0.135994E-05 -0.139886E-03  0.163964E+00
  0.153536E+01  0.158754E+01  0.195446E+00  0.372603E-05 -0.133800E-03  0.154389E+00
  0.157107E+01  0.158754E+01  0.183821E+00  0.381820E-05 -0.123039E-03  0.143412E+00
  0.160761E+01  0.158754E+01  0.170876E+00  0.396276E-05 -0.109504E-03  0.131667E+00
  0.164501E+01  0.158754E+01  0.157318E+00  0.391394E-05 -0.964846E-04  0.119724E+00
  0.168327E+01  0.158754E+01  0.143808E+00  0.329206E-05 -0.849662E-04  0.108092E+00
  0.172242E+01  0.158754E+01  0.130882E+00  0.179403E-05 -0.749117E-04  0.971630E-01
  0.176248E+01  0.158754E+01  0.118905E+00 -0.130187E-06 -0.661466E-04  0.871835E-01
  0.180347E+01  0.158754E+01  0.108086E+00 -0.155071E-05 -0.584445E-04  0.782740E-01
  0.184542E+01  0.158754E+01  0.984897E-01 -0.237027E-05 -0.516239E-04  0.704444E-01
  0.188834E+01  0.158754E+01  0.900658E-01 -0.274713E-05 -0.456299E-04  0.636236E-01
  0.193226E+01  0.158754E+01  0.826959E-01 -0.287792E-05 -0.404633E-04  0.576943E-01
  0.197720E+01  0.158754E+01  0.762284E-01 -0.282415E-05 -0.360952E-04  0.525217E-01
  0.202319E+01  0.158754E+01  0.705053E-01 -0.263170E-05 -0.324402E-04  0.479728E-01
  0.207025E+01  0.158754E+01  0.653785E-01 -0.237085E-05 -0.293369E-04  0.439275E-01
  0.211840E+01  0.158754E+01  0.607216E-01 -0.198683E-05 -0.265850E-04  0.402855E-01
  0.216767E+01  0.158754E+01  0.564364E-01 -0.152364E-05 -0.240504E-04  0.369695E-01
  0.221809E+01  0.158754E+01  0.524508E-01 -0.112745E-05 -0.216772E-04  0.339228E-01
  0.226968E+01  0.158754E+01  0.487174E-01 -0.855300E-06 -0.194696E-04  0.311067E-01
  0.232247E+01  0.158754E+01  0.452102E-01 -0.705429E-06 -0.174726E-04  0.284980E-01
  0.237649E+01  0.158754E+01  0.419159E-01 -0.620977E-06 -0.156917E-04  0.260822E-01
  0.243176E+01  0.158754E+01  0.388282E-01 -0.570102E-06 -0.141073E-04  0.238495E-01
  0.248832E+01  0.158754E+01  0.359430E-01 -0.527945E-06 -0.126886E-04  0.217916E-01
  0.254620E+01  0.158754E+01  0.332552E-01 -0.502412E-06 -0.114054E-04  0.199002E-01
  0.260542E+01  0.158754E+01  0.307584E-01 -0.497071E-06 -0.102445E-04  0.181660E-01
  0.266602E+01  0.158754E+01  0.284448E-01 -0.491344E-06 -0.919821E-05  0.165796E-01
  0.272803E+01  0.158754E+01  0.263052E-01 -0.470013E-06 -0.824670E-05  0.151308E-01
  0.279148E+01  0.158754E+01  0.243286E-01 -0.437254E-06 -0.739954E-05  0.138089E-01
  0.285640E+01  0.158754E+01  0.225025E-01 -0.388633E-06 -0.663881E-05  0.126027E-01
  0.292284E+01  0.158754E+01  0.208152E-01 -0.319258E-06 -0.595063E-05  0.115021E-01
  0.299082E+01  0.158754E+01  0.192554E-01 -0.255075E-06 -0.532978E-05  0.104975E-01
  0.306038E+01  0.158754E+01  0.178126E-01 -0.211824E-06 -0.477345E-05  0.957984E-02
  0.313156E+01  0.158754E+01  0.164772E-01 -0.187801E-06 -0.427853E-05  0.874142E-02
  0.320440E+01  0.158754E+01  0.152410E-01 -0.179224E-06 -0.383926E-05  0.797523E-02
  0.327893E+01  0.158754E+01  0.140965E-01 -0.184124E-06 -0.345172E-05  0.727500E-02
  0.335520E+01  0.158754E+01  0.130369E-01 -0.188230E-06 -0.311792E-05  0.663519E-02
  0.343323E+01  0.158754E+01  0.120560E-01 -0.180408E-06 -0.282054E-05  0.605063E-02
  0.351309E+01  0.158754E+01  0.111480E-01 -0.158598E-06 -0.254739E-05  0.551656E-02
  0.359480E+01  0.158754E+01  0.103075E-01 -0.120985E-06 -0.229194E-05  0.502873E-02
  0.367841E+01  0.158754E+01  0.952980E-02 -0.797631E-07 -0.204989E-05  0.458334E-02
  0.376396E+01  0.158754E+01  0.881044E-02 -0.603941E-07 -0.182076E-05  0.417679E-02
  0.385151E+01  0.158754E+01  0.814517E-02 -0.609505E-07 -0.160934E-05  0.380579E-02
  0.394109E+01  0.158754E+01  0.753036E-02 -0.842300E-07 -0.142524E-05  0.346745E-02
  0.403275E+01  0.158754E+01  0.696197E-02 -0.132584E-06 -0.127392E-05  0.315881E-02
  0.412655E+01  0.158754E+01  0.643609E-02 -0.174745E-06 -0.115124E-05  0.287709E-02
  0.422253E+01  0.158754E+01  0.594949E-02 -0.181836E-06 -0.105545E-05  0.261996E-02
  0.432074E+01  0.158754E+01  0.549919E-02 -0.167806E-06 -0.978675E-06  0.238526E-02
  0.442124E+01  0.158754E+01  0.508134E-02 -0.140485E-06 -0.908912E-06  0.217060E-02
  0.452407E+01  0.158754E+01  0.469328E-02 -0.104317E-06 -0.836456E-06  0.197414E-02
  0.462929E+01  0.158754E+01  0.433344E-02 -0.772728E-07 -0.760665E-06  0.179462E-02
  0.473697E+01  0.158754E+01  0.400084E-02 -0.509222E-07 -0.675581E-06  0.163103E-02
  0.484714E+01  0.158754E+01  0.369512E-02 -0.435858E-08 -0.577718E-06  0.148266E-02
  0.495988E+01  0.158754E+01  0.341649E-02  0.869064E-07 -0.480264E-06  0.134904E-02
  0.507524E+01  0.158754E+01  0.316353E-02  0.200900E-06 -0.401050E-06  0.122907E-02
  0.519328E+01  0.158754E+01  0.293128E-02  0.282803E-06 -0.346133E-06  0.112035E-02
  0.531407E+01  0.158754E+01  0.271329E-02  0.299369E-06 -0.305491E-06  0.102000E-02
  0.543767E+01  0.158754E+01  0.250563E-02  0.173398E-06 -0.277709E-06  0.926246E-03
  0.556415E+01  0.158754E+01  0.230452E-02 -0.168252E-06 -0.259493E-06  0.837473E-03
  0.569356E+01  0.158754E+01  0.211138E-02 -0.587459E-06 -0.249252E-06  0.754023E-03
  0.582599E+01  0.158754E+01  0.193483E-02 -0.747364E-06 -0.247885E-06  0.678779E-03
  0.596149E+01  0.158754E+01  0.178354E-02 -0.721209E-06 -0.242904E-06  0.614476E-03
  0.610015E+01  0.158754E+01  0.165507E-02 -0.402889E-06 -0.230131E-06  0.559875E-03
  0.624203E+01  0.158754E+01  0.155099E-02  0.352843E-06 -0.213765E-06  0.515102E-03
  0.638722E+01  0.158754E+01  0.146262E-02  0.113744E-05 -0.192389E-06  0.476910E-03
  0.653577E+01  0.158754E+01  0.137319E-02  0.147979E-05 -0.162183E-06  0.439613E-03
  0.668779E+01  0.158754E+01  0.127106E-02  0.147445E-05 -0.130485E-06  0.399445E-03
  0.684334E+01  0.158754E+01  0.116148E-02  0.103501E-05 -0.103537E-06  0.358169E-03
  0.700251E+01  0.158754E+01  0.104381E-02  0.606489E-07 -0.843842E-07  0.315665E-03
  0.716538E+01  0.158754E+01  0.928371E-03 -0.937984E-06 -0.696353E-07  0.275099E-03
  0.733204E+01  0.158754E+01  0.832040E-03 -0.153095E-05 -0.591563E-07  0.241381E-03
  0.750257E+01  0.158754E+01  0.760616E-03 -0.163939E-05 -0.519371E-07  0.215898E-03
  0.767707E+01  0.158754E+01  0.709235E-03 -0.151648E-05 -0.470848E-07  0.196880E-03
  0.785563E+01  0.158754E+01  0.667293E-03 -0.120439E-05 -0.442287E-07  0.181065E-03
  0.803834E+01  0.158754E+01  0.632379E-03 -0.647907E-06 -0.427906E-07  0.167628E-03
  0.822530E+01  0.158754E+01  0.599467E-03 -0.481202E-07 -0.410235E-07  0.155136E-03
  0.841662E+01  0.158754E+01  0.562662E-03  0.504965E-06 -0.372556E-07  0.142046E-03
  0.861238E+01  0.158754E+01  0.518096E-03  0.945788E-06 -0.291150E-07  0.127469E-03
  0.881269E+01  0.158754E+01  0.463991E-03  0.120800E-05 -0.143794E-07  0.111139E-03
  0.901766E+01  0.158754E+01  0.400885E-03  0.124449E-05  0.312607E-08  0.934032E-04
  0.922740E+01  0.158754E+01  0.334073E-03  0.110028E-05  0.168498E-07  0.757019E-04
  0.944202E+01  0.158754E+01  0.275741E-03  0.919139E-06  0.196773E-07  0.609049E-04
  0.966163E+01  0.158754E+01  0.243217E-03  0.879145E-06  0.172810E-07  0.527646E-04
  0.988635E+01  0.158754E+01  0.233974E-03  0.974733E-06  0.154200E-07  0.504380E-04
  0.111279E+01  0.159424E+01  0.245701E-01 -0.102905E-03  0.211050E-04  0.229231E-01
  0.113867E+01  0.159424E+01  0.278307E-01 -0.391928E-04  0.120243E-04  0.258450E-01
  0.116516E+01  0.159424E+01  0.397255E-01 -0.121917E-04 -0.207468E-04  0.364761E-01
  0.119226E+01  0.159424E+01  0.614395E-01 -0.176537E-04 -0.723214E-04  0.556921E-01
  0.121999E+01  0.159424E+01  0.871328E-01 -0.189210E-04 -0.123157E-03  0.779684E-01
  0.124837E+01  0.159424E+01  0.112435E+00 -0.996793E-05 -0.152054E-03  0.993375E-01
  0.127740E+01  0.159424E+01  0.134224E+00 -0.246468E-05 -0.144112E-03  0.117105E+00
  0.130711E+01  0.159424E+01  0.150500E+00 -0.201155E-05 -0.109799E-03  0.129665E+00
  0.133751E+01  0.159424E+01  0.161206E+00 -0.796850E-05 -0.909293E-04  0.137162E+00
  0.136862E+01  0.159424E+01  0.166869E+00 -0.151463E-04 -0.831939E-04  0.140223E+00
  0.140045E+01  0.159424E+01  0.168790E+00 -0.183387E-04 -0.815108E-04  0.140095E+00
  0.143303E+01  0.159424E+01  0.168897E+00 -0.196729E-04 -0.799363E-04  0.138471E+00
  0.146636E+01  0.159424E+01  0.167390E+00 -0.120125E-04 -0.809396E-04  0.135557E+00
  0.150046E+01  0.159424E+01  0.163195E+00 -0.608010E-06 -0.854119E-04  0.130534E+00
  0.153536E+01  0.159424E+01  0.156506E+00  0.309365E-05 -0.853464E-04  0.123639E+00
  0.157107E+01  0.159424E+01  0.147981E+00  0.305691E-05 -0.797392E-04  0.115459E+00
  0.160761E+01  0.159424E+01  0.138251E+00  0.281196E-05 -0.711519E-04  0.106535E+00
  0.164501E+01  0.159424E+01  0.127890E+00  0.259545E-05 -0.620898E-04  0.973348E-01
  0.168327E+01  0.159424E+01  0.117448E+00  0.188764E-05 -0.542137E-04  0.882848E-01
  0.172242E+01  0.159424E+01  0.107375E+00  0.662146E-06 -0.476322E-04  0.797180E-01
  0.176248E+01  0.159424E+01  0.979877E-01 -0.620949E-06 -0.420761E-04  0.718515E-01
  0.180347E+01  0.159424E+01  0.894656E-01 -0.170352E-05 -0.372322E-04  0.647936E-01
  0.184542E+01  0.159424E+01  0.818719E-01 -0.233132E-05 -0.328892E-04  0.585626E-01
  0.188834E+01  0.159424E+01  0.751800E-01 -0.260655E-05 -0.289981E-04  0.531117E-01
  0.193226E+01  0.159424E+01  0.693052E-01 -0.270545E-05 -0.256093E-04  0.483553E-01
  0.197720E+01  0.159424E+01  0.641342E-01 -0.270718E-05 -0.227699E-04  0.441918E-01
  0.202319E+01  0.159424E+01  0.595461E-01 -0.266147E-05 -0.204529E-04  0.405188E-01
  0.207025E+01  0.159424E+01  0.554253E-01 -0.250938E-05 -0.185257E-04  0.372426E-01
  0.211840E+01  0.159424E+01  0.516694E-01 -0.221846E-05 -0.168083E-04  0.342823E-01
  0.216767E+01  0.159424E+01  0.481989E-01 -0.178329E-05 -0.151876E-04  0.315756E-01
  0.221809E+01  0.159424E+01  0.449556E-01 -0.133765E-05 -0.136355E-04  0.290772E-01
  0.226968E+01  0.159424E+01  0.419023E-01 -0.981126E-06 -0.121700E-04  0.267570E-01
  0.232247E+01  0.159424E+01  0.390184E-01 -0.770883E-06 -0.108488E-04  0.245968E-01
  0.237649E+01  0.159424E+01  0.362956E-01 -0.680338E-06 -0.968510E-05  0.225866E-01
  0.243176E+01  0.159424E+01  0.337314E-01 -0.633393E-06 -0.867234E-05  0.207203E-01
  0.248832E+01  0.159424E+01  0.313249E-01 -0.620691E-06 -0.778378E-05  0.189932E-01
  0.254620E+01  0.159424E+01  0.290732E-01 -0.642247E-06 -0.698516E-05  0.173989E-01
  0.260542E+01  0.159424E+01  0.269727E-01 -0.659512E-06 -0.626002E-05  0.159314E-01
  0.266602E+01  0.159424E+01  0.250188E-01 -0.659334E-06 -0.560387E-05  0.145838E-01
  0.272803E+01  0.159424E+01  0.232053E-01 -0.629936E-06 -0.501977E-05  0.133487E-01
  0.279148E+01  0.159424E+01  0.215237E-01 -0.585196E-06 -0.449313E-05  0.122177E-01
  0.285640E+01  0.159424E+01  0.199643E-01 -0.524867E-06 -0.401690E-05  0.111820E-01
  0.292284E+01  0.159424E+01  0.185182E-01 -0.443203E-06 -0.358567E-05  0.102336E-01
  0.299082E+01  0.159424E+01  0.171766E-01 -0.368510E-06 -0.319512E-05  0.936482E-02
  0.306038E+01  0.159424E+01  0.159310E-01 -0.317372E-06 -0.284527E-05  0.856853E-02
  0.313156E+01  0.159424E+01  0.147742E-01 -0.286593E-06 -0.253741E-05  0.783853E-02
  0.320440E+01  0.159424E+01  0.137000E-01 -0.268431E-06 -0.226898E-05  0.716936E-02
  0.327893E+01  0.159424E+01  0.127022E-01 -0.257509E-06 -0.203611E-05  0.655593E-02
  0.335520E+01  0.159424E+01  0.117754E-01 -0.245289E-06 -0.184577E-05  0.599360E-02
  0.343323E+01  0.159424E+01  0.109147E-01 -0.229169E-06 -0.167918E-05  0.547827E-02
  0.351309E+01  0.159424E+01  0.101156E-01 -0.205896E-06 -0.152415E-05  0.500607E-02
  0.359480E+01  0.159424E+01  0.937372E-02 -0.172382E-06 -0.137040E-05  0.457355E-02
  0.367841E+01  0.159424E+01  0.868535E-02 -0.137868E-06 -0.121242E-05  0.417753E-02
  0.376396E+01  0.159424E+01  0.804672E-02 -0.118276E-06 -0.105120E-05  0.381503E-02
  0.385151E+01  0.159424E+01  0.745436E-02 -0.110989E-06 -0.895225E-06  0.348329E-02
  0.394109E+01  0.159424E+01  0.690537E-02 -0.120709E-06 -0.761893E-06  0.317992E-02
  0.403275E+01  0.159424E+01  0.639651E-02 -0.153003E-06 -0.669953E-06  0.290248E-02
  0.412655E+01  0.159424E+01  0.592453E-02 -0.183710E-06 -0.608553E-06  0.264863E-02
  0.422253E+01  0.159424E+01  0.548680E-02 -0.190066E-06 -0.574906E-06  0.241640E-02
  0.432074E+01  0.159424E+01  0.508088E-02 -0.179145E-06 -0.567427E-06  0.220401E-02
  0.442124E+01  0.159424E+01  0.470341E-02 -0.156784E-06 -0.560037E-06  0.200933E-02
  0.452407E+01  0.159424E+01  0.435202E-02 -0.129625E-06 -0.530607E-06  0.183076E-02
  0.462929E+01  0.159424E+01  0.402553E-02 -0.110932E-06 -0.489203E-06  0.166725E-02
  0.473697E+01  0.159424E+01  0.372315E-02 -0.911689E-07 -0.430243E-06  0.151796E-02
  0.484714E+01  0.159424E+01  0.344442E-02 -0.463838E-07 -0.341336E-06  0.138218E-02
  0.495988E+01  0.159424E+01  0.318965E-02  0.520272E-07 -0.242094E-06  0.125957E-02
  0.507524E+01  0.159424E+01  0.295769E-02  0.176171E-06 -0.156923E-06  0.114919E-02
  0.519328E+01  0.159424E+01  0.274409E-02  0.259985E-06 -0.106475E-06  0.104889E-02
  0.531407E+01  0.159424E+01  0.254330E-02  0.276422E-06 -0.846102E-07  0.956177E-03
  0.543767E+01  0.159424E+01  0.235187E-02  0.157856E-06 -0.771781E-07  0.869484E-03
  0.556415E+01  0.159424E+01  0.216631E-02 -0.164290E-06 -0.838802E-07  0.787319E-03
  0.569356E+01  0.159424E+01  0.198790E-02 -0.558761E-06 -0.109227E-06  0.709993E-03
  0.582599E+01  0.159424E+01  0.182442E-02 -0.709723E-06 -0.142635E-06  0.640107E-03
  0.596149E+01  0.159424E+01  0.168421E-02 -0.686195E-06 -0.163388E-06  0.580313E-03
  0.610015E+01  0.159424E+01  0.156519E-02 -0.387822E-06 -0.165218E-06  0.529525E-03
  0.624203E+01  0.159424E+01  0.146887E-02  0.323958E-06 -0.157546E-06  0.487879E-03
  0.638722E+01  0.159424E+01  0.138702E-02  0.106562E-05 -0.139099E-06  0.452308E-03
  0.653577E+01  0.159424E+01  0.130386E-02  0.138805E-05 -0.104971E-06  0.417461E-03
  0.668779E+01  0.159424E+01  0.120826E-02  0.138258E-05 -0.677172E-07  0.379750E-03
  0.684334E+01  0.159424E+01  0.110524E-02  0.964972E-06 -0.374717E-07  0.340862E-03
  0.700251E+01  0.159424E+01  0.994133E-03  0.363002E-07 -0.185518E-07  0.300672E-03
  0.716538E+01  0.159424E+01  0.885047E-03 -0.911325E-06 -0.103346E-07  0.262285E-03
  0.733204E+01  0.159424E+01  0.794091E-03 -0.147202E-05 -0.655045E-08  0.230392E-03
  0.750257E+01  0.159424E+01  0.726730E-03 -0.157453E-05 -0.457391E-08  0.206298E-03
  0.767707E+01  0.159424E+01  0.678302E-03 -0.145537E-05 -0.337259E-08  0.188310E-03
  0.785563E+01  0.159424E+01  0.638871E-03 -0.115463E-05 -0.430800E-08  0.173370E-03
  0.803834E+01  0.159424E+01  0.606131E-03 -0.621639E-06 -0.731296E-08  0.160688E-03
